20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64
10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
9556,765069;9556,765069;9556,765069;9556,765069;9556,765069;9556,765069;9567,841797;9581,210468;9596,471594;9613,330504;9630,422033;9646,107162;9658,771821;9667,555806;9675,032352;9685,24828;9701,257528;9721,629702;9741,518428;9755,39228;9760,062972;9755,658795;9744,780971;9732,007757;9722,186286;9718,210713;9719,33991;9721,881191;9721,840547;9716,872774;9707,079612;9694,414204;9681,235476;9669,05929;9657,554059;9645,347808;9631,178;9614,441294;9595,157773;9573,340218;9544,763157;9510,72019;9475,317131;9442,624025;9405,580835
9263,159666;9263,159666;9263,159666;9263,159666;9263,159666;9263,159666;9281,048955;9303,032109;9327,890629;9354,259695;9379,441704;9400,84778;9416,436552;9425,914324;9434,346354;9448,303807;9471,929472;9502,249176;9531,427309;9551,247423;9557,440528;9550,53626;9534,393289;9515,482701;9500,467051;9492,798152;9490,333523;9487,094388;9477,894471;9461,143261;9438,78262;9414,369344;9390,689671;9368,691917;9346,791561;9322,451619;9293,837355;9260,102964;9221,27124;9185,950247;9129,646721;9067,154683;9005,866987;8943,701653;0
9044,777313;9044,777313;9044,777313;9044,777313;9044,777313;9044,777313;9070,340741;9099,87961;9131,46524;9163,05829;9191,499807;9214,167786;9229,346075;9237,4872;9245,259477;9260,600186;9288,038629;9323,52446;9357,446944;9380,106934;9386,777088;9378,267276;9359,012561;9336,172595;9316,913417;9304,433275;9295,407848;9282,621175;9260,8168;9229,788134;9193,337087;9156,316259;9121,798187;9090,412985;9060,076181;9027,932889;8991,981228;8951,089209;8886,997012;8828,054877;8748,207319;8664,721331;8579,588881;0;0
8888,50677;8888,50677;8888,50677;8888,50677;8888,50677;8888,50677;8921,738695;8957,6812;8993,779896;9027,604417;9056,146736;9077,336456;9090,205573;9095,916452;9101,925197;9116,668056;9144,689991;9181,403419;9216,447194;9239,512177;9245,780314;9236,178382;9215,193897;9189,799886;9166,742631;9148,475148;9130,798573;9106,055602;9069,488752;9022,222027;8969,44974;8917,014989;8868,846612;8827,005222;8791,876215;8763,79265;8743,45279;8679,431503;8597,115131;8519,2596;8423,137947;8321,356237;0;0;0
8776,787187;8776,787187;8776,787187;8776,787187;8776,787187;8776,787187;8816,914187;8858,314508;8897,828111;8932,680829;8960,195139;8979,00009;8988,957411;8991,818953;8995,328144;9007,975118;9034,256314;9069,511506;9103,32198;9125,251174;9130,505128;9119,935325;9097,709461;9070,048491;9042,702815;9017,15495;8988,731689;8950,146404;8897,869723;8834,690535;8767,10374;8701,31859;8640,755323;8586,370366;8537,371143;8493,121262;8448,612654;8364,86331;8262,984832;8167,523998;8052,258345;0;0;0;0
8692,71071;8692,71071;8692,71071;8692,71071;8692,71071;8692,71071;8738,966407;8785,405366;8828,271356;8864,340175;8891,118693;8907,79009;8914,950885;8914,896929;8915,543828;8925,33761;8948,75999;8981,264175;9012,615884;9032,37334;9035,737611;9023,432231;8999,309088;8968,833899;8936,711664;8903,469889;8864,095207;8811,757542;8743,959754;8664,710391;8581,467058;8500,917155;8426,809812;8360,470625;8301,781822;8221,042549;8157,720149;8056,014758;7938,887813;7825,880579;0;0;0;0;0
8622,574654;8622,574654;8622,574654;8622,574654;8622,574654;8622,574654;8674,049674;8725,222011;8771,789637;8809,95106;8837,100112;8852,653188;8857,712674;8855,080136;8852,937502;8859,805978;8880,232723;8909,768975;8938,288179;8955,249601;8955,7629;8940,474005;8913,135003;8878,730708;8841,100216;8799,902754;8749,808042;8684,424002;8602,201533;8508,263902;8411,005103;8317,583194;8231,981636;8155,566341;8049,830026;7952,883206;7872,372414;7756,666153;7624,286008;0;0;0;0;0;0
8557,107715;8557,107715;8557,107715;8557,107715;8557,107715;8557,107715;8612,364;8667,555532;8717,926921;8759,032298;8787,859685;8803,683564;8807,801106;8803,419855;8799,103005;8803,62801;8821,661233;8848,7012;8874,471347;8888,172146;8884,787802;8865,037208;8832,873199;8793,174392;8749,263973;8700,226987;8640,577098;8564,339682;8470,536807;8364,484291;8253,94466;8144,421383;8037,938216;7921,80285;7801,842884;7690,155033;7596,09904;7466,362126;0;0;0;0;0;0;0
8493,562395;8493,562395;8493,562395;8493,562395;8493,562395;8493,562395;8550,599705;8608,342507;8661,730141;8705,767182;8736,931226;8754,090023;8758,455472;8753,478655;8748,095784;8751,411332;8768,120315;8793,391992;8816,488919;8826,306863;8817,894768;8792,363603;8754,183079;8708,436898;8658,260581;8602,398645;8535,088915;8450,124566;8345,771997;8225,634114;8094,782346;7955,614948;7807,546307;7677,759778;7544,104417;7420,276403;7311,80446;0;0;0;0;0;0;0;0
8434,553749;8434,553749;8434,553749;8434,553749;8434,553749;8434,553749;8491,449426;8549,784617;8604,41305;8650,115396;8683,058866;8701,677883;8706,955518;8702,396943;8697,139737;8700,497364;8716,92867;8740,911234;8760,987038;8765,90103;8751,233373;8718,971413;8674,367771;8622,815236;8567,325068;8506,155441;8432,587704;8338,790445;8220,271144;8076,910193;7910,023473;7781,237328;7623,61678;7483,800306;7341,646145;7207,906741;0;0;0;0;0;0;0;0;0
8383,204701;8383,204701;8383,204701;8383,204701;8383,204701;8383,204701;8438,855924;8496,188559;8550,186424;8595,788747;8629,173508;8648,456691;8654,376044;8650,376307;8645,640388;8649,543987;8666,03446;8688,599452;8704,943489;8703,954441;8682,260408;8643,068223;8592,313849;8535,303404;8474,50868;8407,345807;8325,886183;8220,688535;8085,086499;7916,777617;7776,655543;7640,229834;7475,469331;7329,308066;7180,015954;0;0;0;0;0;0;0;0;0;0
8340,99305;8340,99305;8340,99305;8340,99305;8340,99305;8340,99305;8395,469989;8451,147891;8503,299033;8547,291548;8579,560142;8598,040913;8603,299446;8598,756157;8593,657089;8597,442849;8613,468912;8634,176691;8646,453527;8639,427526;8610,692317;8564,192465;8505,728199;8439,99318;8369,485781;8293,098445;8206,047034;8103,219902;7981,942737;7783,295808;7635,731078;7491,759549;7321,149072;7167,949504;0;0;0;0;0;0;0;0;0;0;0
8305,331373;8305,331373;8305,331373;8305,331373;8305,331373;8305,331373;8360,340245;8415,057404;8465,15722;8506,612319;8536,321231;8552,261755;8555,029151;8548,18616;8541,147803;8543,450999;8557,830716;8575,702114;8583,12875;8569,38544;8532,804218;8477,879434;8410,344099;8334,965807;8255,632173;8174,510142;8091,581223;8006,547659;7847,362203;7642,251012;7487,348216;7337,103001;7159,970134;0;0;0;0;0;0;0;0;0;0;0;0
8271,521312;8271,521312;8271,521312;8271,521312;8271,521312;8271,521312;8329,820111;8385,177086;8433,748787;8472,264543;8498,347539;8510,359255;8509,171741;8498,548601;8487,987943;8487,022217;8497,820141;8511,095161;8512,469709;8491,649631;8447,861128;8386,299057;8312,529202;8230,569374;8143,501043;8052,994634;7959,040555;7871,552271;7705,156429;7493,74145;7332,782734;7175,572829;0;0;0;0;0;0;0;0;0;0;0;0;0
8235,052554;8235,052554;8235,052554;8235,052554;8235,052554;8235,052554;8299,219456;8356,801335;8404,473939;8439,868135;8461,641906;8468,953393;8463,189949;8448,23053;8433,42444;8428,167412;8434,212152;8441,961884;8436,831043;8408,808393;8357,615295;8289,01403;8208,740522;8120,727799;8027,882934;7931,692814;7824,846167;7728,908138;7555,424445;7339,043989;7171,347675;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8194,385707;8194,385707;8194,385707;8194,385707;8194,385707;8194,385707;8265,01957;8325,125686;8371,881454;8403,927672;8421,220831;8424,03304;8414,313789;8395,669522;8376,817455;8366,810022;8367,281052;8368,972637;8357,614124;8323,475996;8266,09899;8190,678858;8101,622949;8000,886976;7889,280555;7797,959525;7683,048417;7578,714593;7399,453628;7177,471085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8150,113694;8150,113694;8150,113694;8150,113694;8150,113694;8150,113694;8225,779254;8287,419918;8332,623676;8361,025652;8373,968741;8372,98146;8360,525656;8339,572756;8317,851135;8303,926222;8299,448956;8295,638861;8278,431558;8237,857369;8172,405554;8085,931542;7981,292627;7858,930263;7756,262363;7656,649001;7533,746051;7422,262985;7236,550774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8104,112875;8104,112875;8104,112875;8104,112875;8104,112875;8104,112875;8181,931134;8243,400779;8286,345063;8311,143939;8320,277553;8316,368434;8302,240992;8280,08089;8256,607213;8239,896013;8231,567098;8222,995883;8199,938811;8151,886241;8076,253807;7976,059728;7853,645469;7726,423796;7615,707453;7507,859646;7378,222753;7258,857971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8058,098621;8058,098621;8058,098621;8058,098621;8058,098621;8058,098621;8134,737436;8194,33111;8234,700564;8260,928343;8262,517294;8256,059333;8240,088373;8216,398306;8191,604682;8174,112639;8165,727632;8156,853416;8130,516207;8071,710506;7972,126678;7830,019994;7721,228108;7586,409605;7467,713704;7352,870736;7215,787308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8015,051294;8015,051294;8015,051294;8015,051294;8015,051294;8015,051294;8086,027339;8141,770591;8179,914898;8205,151421;8206,481987;8199,756881;8182,659773;8155,9951;8126,25485;8102,578437;8088,309713;8075,713707;8050,236736;7999,59506;7833,988064;7698,000972;7581,30807;7438,985192;7313,553548;7190,993429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7975,21012;7975,21012;7975,21012;7975,21012;7975,21012;7975,21012;8036,839589;8087,994259;8125,910935;8154,02268;8159,152234;8154,325528;8134,463133;8098,54832;8053,940402;8013,726672;7988,890314;7982,370313;7992,250846;7860,855335;7701,902139;7558,501844;7433,982793;7285,418094;7152,54183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7937,692436;7937,692436;7937,692436;7937,692436;7937,692436;7937,692436;7988,646729;8035,017762;8073,526137;8105,859255;8115,989597;8113,747533;8091,518783;8047,358676;7990,244657;7936,282118;7900,249347;7888,461769;7901,607546;7728,31641;7562,332316;7411,619754;7280,518963;7125,025793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7901,659146;7901,659146;7901,659146;7901,659146;7901,659146;7901,659146;7941,679161;7983,305721;8022,749161;8059,923213;8076,076327;8078,061095;8055,676848;8005,380566;7935,863598;7862,800443;7800,115095;7752,945897;7768,381514;7588,267922;7415,375789;7258,617577;7120,234519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7867,397087;7867,397087;7867,397087;7867,397087;7867,397087;7867,397087;7895,858803;7931,641063;7970,647333;8011,724173;8034,710799;8044,428121;7988,066105;7927,910323;7886,671714;7770,965773;7632,041276;7622,226393;7627,606987;7440,807396;7262,296074;7098,815303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7833,386752;7833,386752;7833,386752;7833,386752;7833,386752;7833,386752;7852,4591;7882,242108;7918,387689;7959,168947;7984,211206;7997,337411;7942,567822;7875,548623;7810,32343;7646,098271;7503,360299;7484,100412;7479,381997;7287,202682;7102,412816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7800,527766;7800,527766;7800,527766;7800,527766;7800,527766;7800,527766;7814,623496;7835,815706;7859,619012;7916,987173;7929,575672;7933,672662;7845,580014;7795,43486;7681,186623;7517,180284;7367,388347;7338,664143;7324,980967;7126,771092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7775,424882;7775,424882;7775,424882;7775,424882;7775,424882;7775,424882;7775,629668;7774,612788;7819,971136;7864,920926;7869,826857;7865,693971;7719,69049;7656,424347;7551,677025;7380,957894;7224,220108;7187,168029;7163,717668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7735,975084;7735,975084;7735,975084;7735,975084;7735,975084;7735,975084;7717,661979;7734,198506;7765,883855;7804,225898;7803,753904;7772,134106;7580,769856;7527,332256;7414,829503;7237,525962;7075,086525;7028,938754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7675,812097;7675,812097;7675,812097;7675,812097;7675,812097;7675,812097;7675,547295;7683,559118;7709,758571;7734,417143;7710,511276;7639,171343;7452,953347;7390,925897;7270,739354;7088,117699;6919,324784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7623,910312;7623,910312;7623,910312;7623,910312;7623,910312;7623,910312;7623,960917;7625,087199;7636,284106;7637,618029;7576,599621;7510,370149;7317,894843;7247,30026;7120,645449;6932,069069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7574,269278;7574,269278;7574,269278;7574,269278;7574,269278;7574,269278;7566,611046;7557,530524;7536,240392;7503,381237;7448,853425;7374,271168;7175,688397;7097,690221;6963,880704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7517,317086;7517,317086;7517,317086;7517,317086;7517,317086;7517,317086;7499,021202;7464,082456;7404,268756;7376,869549;7313,869218;7230,969177;7027,556681;6941,430847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7449,158532;7449,158532;7449,158532;7449,158532;7449,158532;7449,158532;7405,415046;7334,277614;7279,428166;7243,189796;7171,741;7081,69627;6872,841334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7355,18029;7355,18029;7355,18029;7355,18029;7355,18029;7355,18029;7276,106589;7210,617119;7147,514194;7102,43507;7023,690773;6925,789011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7226,576295;7226,576295;7226,576295;7226,576295;7226,576295;7226,576295;7153,426893;7079,950105;7008,618703;6955,815564;6869,060535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7104,73171;7104,73171;7104,73171;7104,73171;7104,73171;7104,73171;7023,79625;6942,367566;6863,9359;6802,679635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6975,983496;6975,983496;6975,983496;6975,983496;6975,983496;6975,983496;6887,304933;6799,052422;6712,822751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6840,42131;6840,42131;6840,42131;6840,42131;6840,42131;6840,42131;6745,126477;6649,367716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6699,210699;6699,210699;6699,210699;6699,210699;6699,210699;6699,210699;6596,628979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6551,724061;6551,724061;6551,724061;6551,724061;6551,724061;6551,724061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6420,689579;6420,689579;6420,689579;6420,689579;6420,689579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6292,275788;6292,275788;6292,275788;6292,275788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6166,430272;6166,430272;6166,430272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6043,101667;6043,101667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5922,239633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
